Date	DOY	DOYc	Day	Month	Year	Hour	Min	VWC	Soil_temp	EC	RH	Air_temp	AtmPress	Wind_speed	Wind_Gusts	Air_Direction
4/11/2017 17:00	101	101.7083333	11	4	2017	17	0	0.338	14.4	0.02	0.346	28.4	102.05	1.28	2.1	174
4/11/2017 17:15	101	101.71875	11	4	2017	17	15	0.339	14.4	0.02	0.351	28.3	102.05	1.16	1.8	170
4/11/2017 17:30	101	101.7291667	11	4	2017	17	30	0.339	14.5	0.02	0.34	28.2	102.05	1.13	1.8	168
4/11/2017 17:45	101	101.7395833	11	4	2017	17	45	0.339	14.5	0.03	0.349	27.9	102.07	1.39	2	171
4/11/2017 18:00	101	101.75	11	4	2017	18	0	0.339	14.6	0.03	0.367	27.4	102.07	1.42	2	170
4/11/2017 18:15	101	101.7604167	11	4	2017	18	15	0.339	14.6	0.02	0.392	26.9	102.07	1.37	1.8	174
4/11/2017 18:30	101	101.7708333	11	4	2017	18	30	0.339	14.6	0.02	0.402	26.5	102.08	1.3	1.9	172
4/11/2017 18:45	101	101.78125	11	4	2017	18	45	0.339	14.6	0.02	0.428	25.8	102.07	1.3	1.9	168
4/11/2017 19:00	101	101.7916667	11	4	2017	19	0	0.339	14.6	0.02	0.449	25	102.07	1.48	2	165
4/11/2017 19:15	101	101.8020833	11	4	2017	19	15	0.339	14.7	0.02	0.47	24.1	102.07	1.34	1.7	165
4/11/2017 19:30	101	101.8125	11	4	2017	19	30	0.339	14.7	0.02	0.493	23.3	102.05	1.28	2.1	166
4/11/2017 19:45	101	101.8229167	11	4	2017	19	45	0.339	14.7	0.02	0.513	22.4	102.08	1.16	1.6	165
4/11/2017 20:00	101	101.8333333	11	4	2017	20	0	0.339	14.7	0.02	0.509	21.7	102.08	1.01	1.2	164
4/11/2017 20:15	101	101.84375	11	4	2017	20	15	0.339	14.7	0.02	0.51	21.3	102.08	0.97	1.2	164
4/11/2017 20:30	101	101.8541667	11	4	2017	20	30	0.339	14.7	0.02	0.519	21	102.08	0.93	1.2	162
4/11/2017 20:45	101	101.8645833	11	4	2017	20	45	0.339	14.7	0.02	0.534	20.8	102.08	0.68	1	161
4/11/2017 21:00	101	101.875	11	4	2017	21	0	0.339	14.7	0.02	0.579	20.2	102.11	0.26	0.7	135
4/11/2017 21:15	101	101.8854167	11	4	2017	21	15	0.339	14.7	0.02	0.608	19.3	102.11	0.44	1.1	155
4/11/2017 21:30	101	101.8958333	11	4	2017	21	30	0.339	14.7	0.02	0.592	19.6	102.11	0.73	1.2	158
4/11/2017 21:45	101	101.90625	11	4	2017	21	45	0.339	14.6	0.02	0.597	19.6	102.13	0.68	1.5	158
4/11/2017 22:00	101	101.9166667	11	4	2017	22	0	0.339	14.6	0.02	0.635	19.4	102.13	1.17	1.6	162
4/11/2017 22:15	101	101.9270833	11	4	2017	22	15	0.339	14.6	0.02	0.653	19.3	102.13	1.16	2	162
4/11/2017 22:30	101	101.9375	11	4	2017	22	30	0.339	14.6	0.02	0.674	19	102.11	1.13	1.6	164
4/11/2017 22:45	101	101.9479167	11	4	2017	22	45	0.339	14.6	0.02	0.686	18.6	102.11	1.17	1.7	164
4/11/2017 23:00	101	101.9583333	11	4	2017	23	0	0.339	14.5	0.02	0.694	18.2	102.11	1.29	1.7	165
4/11/2017 23:15	101	101.96875	11	4	2017	23	15	0.339	14.5	0.02	0.708	17.9	102.1	1.31	1.7	167
4/11/2017 23:30	101	101.9791667	11	4	2017	23	30	0.339	14.5	0.02	0.698	18	102.1	1.34	1.9	166
4/11/2017 23:45	101	101.9895833	11	4	2017	23	45	0.339	14.4	0.02	0.707	17.7	102.1	1.22	1.8	165
4/12/2017 0:00	102	102	12	4	2017	0	0	0.339	14.4	0.02	0.716	17.5	102.1	1.12	1.5	165
4/12/2017 0:15	102	102.0104167	12	4	2017	0	15	0.339	14.4	0.02	0.725	17.3	102.08	1.12	1.5	164
4/12/2017 0:30	102	102.0208333	12	4	2017	0	30	0.339	14.4	0.02	0.729	17.2	102.07	1.19	1.6	165
4/12/2017 0:45	102	102.03125	12	4	2017	0	45	0.34	14.4	0.02	0.734	17.1	102.07	1.17	1.8	166
4/12/2017 1:00	102	102.0416667	12	4	2017	1	0	0.34	14.3	0.02	0.726	17.5	102.08	1.51	2.6	169
4/12/2017 1:15	102	102.0520833	12	4	2017	1	15	0.34	14.3	0.02	0.716	17.7	102.08	1.47	2.1	170
4/12/2017 1:30	102	102.0625	12	4	2017	1	30	0.34	14.3	0.02	0.721	17.7	102.08	1.51	2	171
4/12/2017 1:45	102	102.0729167	12	4	2017	1	45	0.34	14.3	0.02	0.726	17.5	102.05	1.5	2.2	170
4/12/2017 2:00	102	102.0833333	12	4	2017	2	0	0.34	14.2	0.02	0.735	17.4	102.05	1.63	2.3	170
4/12/2017 2:15	102	102.09375	12	4	2017	2	15	0.34	14.2	0.02	0.74	17.4	102.04	1.75	2.4	172
4/12/2017 2:30	102	102.1041667	12	4	2017	2	30	0.34	14.2	0.02	0.745	17.2	102.02	1.6	2.2	172
4/12/2017 2:45	102	102.1145833	12	4	2017	2	45	0.34	14.2	0.02	0.749	17.1	102.01	1.47	2	172
4/12/2017 3:00	102	102.125	12	4	2017	3	0	0.34	14.2	0.02	0.759	16.9	101.99	1.51	2.1	171
4/12/2017 3:15	102	102.1354167	12	4	2017	3	15	0.34	14.1	0.02	0.759	16.9	101.98	1.78	2.5	171
4/12/2017 3:30	102	102.1458333	12	4	2017	3	30	0.34	14.1	0.02	0.744	17.1	101.98	1.58	2.4	173
4/12/2017 3:45	102	102.15625	12	4	2017	3	45	0.34	14.1	0.02	0.739	17.1	101.99	1.5	2	173
4/12/2017 4:00	102	102.1666667	12	4	2017	4	0	0.34	14.1	0.02	0.748	16.8	101.97	1.54	2.1	172
4/12/2017 4:15	102	102.1770833	12	4	2017	4	15	0.34	14	0.02	0.758	16.6	101.97	1.37	1.9	171
4/12/2017 4:30	102	102.1875	12	4	2017	4	30	0.34	14	0.02	0.757	16.5	101.99	0.51	1.1	180
4/12/2017 4:45	102	102.1979167	12	4	2017	4	45	0.34	14	0.02	0.776	16	102.04	0.36	0.8	315
4/12/2017 5:00	102	102.2083333	12	4	2017	5	0	0.34	14	0.02	0.806	15.4	102.04	0.21	0.6	203
4/12/2017 5:15	102	102.21875	12	4	2017	5	15	0.34	14	0.02	0.816	15.1	102.04	0.27	0.8	169
4/12/2017 5:30	102	102.2291667	12	4	2017	5	30	0.34	14	0.02	0.811	15.2	102.05	0.32	0.7	179
4/12/2017 5:45	102	102.2395833	12	4	2017	5	45	0.34	13.9	0.02	0.842	14.4	102.07	0.22	0.6	314
4/12/2017 6:00	102	102.25	12	4	2017	6	0	0.34	13.9	0.02	0.87	14	102.07	0.21	0.6	304
4/12/2017 6:15	102	102.2604167	12	4	2017	6	15	0.34	13.9	0.02	0.887	13.7	102.08	0.18	0.5	287
4/12/2017 6:30	102	102.2708333	12	4	2017	6	30	0.34	13.9	0.02	0.867	13.5	102.1	0.18	0.4	167
4/12/2017 6:45	102	102.28125	12	4	2017	6	45	0.34	13.8	0.02	0.875	13	102.1	0.19	0.7	322
4/12/2017 7:00	102	102.2916667	12	4	2017	7	0	0.34	13.8	0.02	0.916	13.1	102.13	0.19	0.4	199
4/12/2017 7:15	102	102.3020833	12	4	2017	7	15	0.34	13.7	0.02	0.906	13.7	102.16	0.15	0.4	98
4/12/2017 7:30	102	102.3125	12	4	2017	7	30	0.34	13.7	0.02	0.902	14.1	102.17	0.16	0.4	232
4/12/2017 7:45	102	102.3229167	12	4	2017	7	45	0.34	13.7	0.02	0.897	14.7	102.19	0.11	0.4	330
4/12/2017 8:00	102	102.3333333	12	4	2017	8	0	0.341	13.7	0.02	0.859	15.8	102.19	0.25	0.7	232
4/12/2017 8:15	102	102.34375	12	4	2017	8	15	0.341	13.7	0.02	0.806	16.9	102.2	0.24	0.8	278
4/12/2017 8:30	102	102.3541667	12	4	2017	8	30	0.341	13.6	0.02	0.771	17.6	102.19	0.37	1.3	299
4/12/2017 8:45	102	102.3645833	12	4	2017	8	45	0.341	13.6	0.02	0.747	18.2	102.19	0.44	1.3	316
4/12/2017 9:00	102	102.375	12	4	2017	9	0	0.341	13.6	0.02	0.693	19.2	102.21	0.74	2.2	306
4/12/2017 9:15	102	102.3854167	12	4	2017	9	15	0.341	13.6	0.02	0.631	20.6	102.23	1.02	2.9	328
4/12/2017 9:30	102	102.3958333	12	4	2017	9	30	0.341	13.6	0.02	0.589	21.3	102.21	1.04	2.4	326
4/12/2017 9:45	102	102.40625	12	4	2017	9	45	0.341	13.6	0.03	0.57	21.5	102.23	1.24	3.1	318
4/12/2017 10:00	102	102.4166667	12	4	2017	10	0	0.341	13.6	0.02	0.557	22.2	102.27	1.1	3.1	317
4/12/2017 10:15	102	102.4270833	12	4	2017	10	15	0.341	13.6	0.02	0.523	22.8	102.3	1.32	3	316
4/12/2017 10:30	102	102.4375	12	4	2017	10	30	0.341	13.7	0.02	0.523	22.8	102.35	1.57	3.6	318
4/12/2017 10:45	102	102.4479167	12	4	2017	10	45	0.341	13.7	0.02	0.511	23.3	102.36	1.19	4.6	315
4/12/2017 11:00	102	102.4583333	12	4	2017	11	0	0.341	13.7	0.02	0.519	23.6	102.36	1.24	2.8	307
4/12/2017 11:15	102	102.46875	12	4	2017	11	15	0.341	13.8	0.02	0.506	23.9	102.39	1.42	4.2	304
4/12/2017 11:30	102	102.4791667	12	4	2017	11	30	0.341	13.9	0.02	0.493	23.9	102.4	1.55	5.4	308
4/12/2017 11:45	102	102.4895833	12	4	2017	11	45	0.341	13.9	0.02	0.493	24	102.42	1.34	4	299
4/12/2017 12:00	102	102.5	12	4	2017	12	0	0.341	14	0.02	0.491	23.5	102.43	2.1	4.9	317
4/12/2017 12:15	102	102.5104167	12	4	2017	12	15	0.341	14	0.02	0.494	23.4	102.4	1.79	5.1	311
4/12/2017 12:30	102	102.5208333	12	4	2017	12	30	0.341	14.1	0.02	0.469	23.4	102.38	1.77	4.7	315
4/12/2017 12:45	102	102.53125	12	4	2017	12	45	0.341	14.1	0.02	0.492	23.1	102.36	1.54	3.7	318
4/12/2017 13:00	102	102.5416667	12	4	2017	13	0	0.341	14.2	0.02	0.474	23.6	102.35	1.42	3.4	319
4/12/2017 13:15	102	102.5520833	12	4	2017	13	15	0.341	14.3	0.02	0.467	24.1	102.32	1.29	3.6	327
4/12/2017 13:30	102	102.5625	12	4	2017	13	30	0.341	14.3	0.02	0.462	23.9	102.32	1.28	2.9	310
4/12/2017 13:45	102	102.5729167	12	4	2017	13	45	0.341	14.4	0.02	0.449	24	102.29	0.98	2.4	322
4/12/2017 14:00	102	102.5833333	12	4	2017	14	0	0.341	14.4	0.02	0.451	24.2	102.26	1.04	2.2	327
4/12/2017 14:15	102	102.59375	12	4	2017	14	15	0.341	14.5	0.02	0.444	24.7	102.27	1.01	2.8	320
4/12/2017 14:30	102	102.6041667	12	4	2017	14	30	0.341	14.6	0.02	0.445	24.9	102.29	0.99	3.3	313
4/12/2017 14:45	102	102.6145833	12	4	2017	14	45	0.341	14.6	0.02	0.443	25.1	102.29	0.89	2.4	308
4/12/2017 15:00	102	102.625	12	4	2017	15	0	0.341	14.7	0.02	0.43	25.6	102.27	0.44	2.2	302
4/12/2017 15:15	102	102.6354167	12	4	2017	15	15	0.341	14.7	0.02	0.409	26.2	102.27	0.65	1.9	295
4/12/2017 15:30	102	102.6458333	12	4	2017	15	30	0.341	14.8	0.02	0.419	25.9	102.27	0.78	2.5	311
4/12/2017 15:45	102	102.65625	12	4	2017	15	45	0.341	14.8	0.02	0.423	25.5	102.26	0.63	2.6	306
4/12/2017 16:00	102	102.6666667	12	4	2017	16	0	0.341	14.9	0.02	0.424	25.1	102.27	0.62	2.2	297
4/12/2017 16:15	102	102.6770833	12	4	2017	16	15	0.341	14.9	0.02	0.444	24.8	102.27	0.8	1.9	307
4/12/2017 16:30	102	102.6875	12	4	2017	16	30	0.341	15	0.02	0.441	24.8	102.27	0.42	2.2	301
4/12/2017 16:45	102	102.6979167	12	4	2017	16	45	0.341	15	0.02	0.456	24.5	102.27	0.6	2.3	308
4/12/2017 17:00	102	102.7083333	12	4	2017	17	0	0.341	15.1	0.02	0.439	24.4	102.27	0.4	1.4	319
4/12/2017 17:15	102	102.71875	12	4	2017	17	15	0.341	15.1	0.02	0.416	24.8	102.29	0.31	1.1	296
4/12/2017 17:30	102	102.7291667	12	4	2017	17	30	0.341	15.2	0.02	0.383	25.1	102.3	0.34	1.3	330
4/12/2017 17:45	102	102.7395833	12	4	2017	17	45	0.341	15.2	0.02	0.392	24.7	102.3	0.23	0.9	156
4/12/2017 18:00	102	102.75	12	4	2017	18	0	0.341	15.2	0.02	0.396	24.4	102.3	0.57	2.2	313
4/12/2017 18:15	102	102.7604167	12	4	2017	18	15	0.341	15.2	0.02	0.372	24	102.33	0.23	1.1	333
4/12/2017 18:30	102	102.7708333	12	4	2017	18	30	0.341	15.2	0.02	0.343	23.8	102.33	0.32	1.1	286
4/12/2017 18:45	102	102.78125	12	4	2017	18	45	0.341	15.2	0.02	0.339	23.5	102.36	0.26	1	307
4/12/2017 19:00	102	102.7916667	12	4	2017	19	0	0.341	15.2	0.02	0.368	22.8	102.36	0.18	0.6	91
4/12/2017 19:15	102	102.8020833	12	4	2017	19	15	0.341	15.2	0.02	0.41	21.8	102.36	0.1	0.7	110
4/12/2017 19:30	102	102.8125	12	4	2017	19	30	0.341	15.2	0.02	0.444	20.8	102.39	0.09	0.3	288
4/12/2017 19:45	102	102.8229167	12	4	2017	19	45	0.341	15.2	0.02	0.467	19.7	102.4	0.11	0.3	289
4/12/2017 20:00	102	102.8333333	12	4	2017	20	0	0.341	15.2	0.02	0.483	19	102.42	0.11	0.2	256
4/12/2017 20:15	102	102.84375	12	4	2017	20	15	0.341	15.2	0.02	0.501	18.4	102.4	0.08	0.2	284
4/12/2017 20:30	102	102.8541667	12	4	2017	20	30	0.341	15.2	0.02	0.499	18	102.45	0.08	0.2	255
4/12/2017 20:45	102	102.8645833	12	4	2017	20	45	0.341	15.2	0.02	0.509	17.7	102.49	0.04	0.2	204
4/12/2017 21:00	102	102.875	12	4	2017	21	0	0.341	15.2	0.02	0.544	17.1	102.52	0.07	0.2	28
4/12/2017 21:15	102	102.8854167	12	4	2017	21	15	0.341	15.2	0.02	0.556	16.6	102.54	0.09	0.3	29
4/12/2017 21:30	102	102.8958333	12	4	2017	21	30	0.341	15.2	0.02	0.596	16.1	102.54	0.16	0.4	12
4/12/2017 21:45	102	102.90625	12	4	2017	21	45	0.341	15.1	0.02	0.637	15.5	102.57	0.14	0.3	30
4/12/2017 22:00	102	102.9166667	12	4	2017	22	0	0.341	15.1	0.02	0.618	15.1	102.57	0.09	0.2	135
4/12/2017 22:15	102	102.9270833	12	4	2017	22	15	0.341	15.1	0.02	0.604	14.7	102.57	0.1	0.5	71
4/12/2017 22:30	102	102.9375	12	4	2017	22	30	0.341	15	0.02	0.653	14.4	102.58	0.17	0.5	345
4/12/2017 22:45	102	102.9479167	12	4	2017	22	45	0.341	15	0.02	0.706	13.9	102.6	0.33	0.7	238
4/12/2017 23:00	102	102.9583333	12	4	2017	23	0	0.341	14.9	0.02	0.721	13.7	102.6	0.19	0.3	257
4/12/2017 23:15	102	102.96875	12	4	2017	23	15	0.341	14.9	0.02	0.696	13.7	102.61	0.15	0.3	282
4/12/2017 23:30	102	102.9791667	12	4	2017	23	30	0.341	14.9	0.02	0.681	13.6	102.61	0.18	0.7	302
4/12/2017 23:45	102	102.9895833	12	4	2017	23	45	0.341	14.8	0.02	0.724	13.1	102.61	0.16	0.6	351
4/13/2017 0:00	103	103	13	4	2017	0	0	0.341	14.8	0.02	0.766	12.5	102.6	0.11	0.3	235
4/13/2017 0:15	103	103.0104167	13	4	2017	0	15	0.341	14.8	0.02	0.768	12.2	102.61	0.16	0.4	255
4/13/2017 0:30	103	103.0208333	13	4	2017	0	30	0.341	14.7	0.02	0.813	12	102.64	0.26	0.6	247
4/13/2017 0:45	103	103.03125	13	4	2017	0	45	0.341	14.7	0.02	0.82	11.6	102.64	0.09	0.3	89
4/13/2017 1:00	103	103.0416667	13	4	2017	1	0	0.341	14.6	0.02	0.831	11.4	102.64	0.24	0.7	303
4/13/2017 1:15	103	103.0520833	13	4	2017	1	15	0.341	14.6	0.02	0.546	13.6	102.64	0.48	0.9	303
4/13/2017 1:30	103	103.0625	13	4	2017	1	30	0.341	14.5	0.02	0.467	14.9	102.64	0.58	2	319
4/13/2017 1:45	103	103.0729167	13	4	2017	1	45	0.341	14.5	0.02	0.461	14.9	102.64	0.59	1.1	311
4/13/2017 2:00	103	103.0833333	13	4	2017	2	0	0.341	14.4	0.02	0.449	14.7	102.65	0.67	1.4	306
4/13/2017 2:15	103	103.09375	13	4	2017	2	15	0.341	14.4	0.02	0.449	14.7	102.65	0.71	2	310
4/13/2017 2:30	103	103.1041667	13	4	2017	2	30	0.341	14.4	0.02	0.452	14.6	102.65	0.67	1.3	310
4/13/2017 2:45	103	103.1145833	13	4	2017	2	45	0.341	14.3	0.02	0.466	14.1	102.65	0.68	1.7	311
4/13/2017 3:00	103	103.125	13	4	2017	3	0	0.341	14.3	0.02	0.476	13.8	102.65	0.71	1.4	303
4/13/2017 3:15	103	103.1354167	13	4	2017	3	15	0.341	14.2	0.02	0.479	13.5	102.67	0.72	1.7	294
4/13/2017 3:30	103	103.1458333	13	4	2017	3	30	0.341	14.2	0.02	0.482	13.4	102.68	0.82	1.6	298
4/13/2017 3:45	103	103.15625	13	4	2017	3	45	0.341	14.1	0.02	0.488	13.2	102.68	0.88	1.7	280
4/13/2017 4:00	103	103.1666667	13	4	2017	4	0	0.341	14.1	0.02	0.494	13	102.68	0.82	1.6	294
4/13/2017 4:15	103	103.1770833	13	4	2017	4	15	0.341	14	0.02	0.498	12.9	102.68	0.82	1.6	296
4/13/2017 4:30	103	103.1875	13	4	2017	4	30	0.341	14	0.02	0.494	12.8	102.68	0.79	1.6	278
4/13/2017 4:45	103	103.1979167	13	4	2017	4	45	0.341	14	0.02	0.491	12.7	102.68	0.6	1.2	279
4/13/2017 5:00	103	103.2083333	13	4	2017	5	0	0.341	13.9	0.02	0.521	12.2	102.71	0.44	1.2	273
4/13/2017 5:15	103	103.21875	13	4	2017	5	15	0.341	13.9	0.02	0.56	11.5	102.73	0.48	0.9	266
4/13/2017 5:30	103	103.2291667	13	4	2017	5	30	0.341	13.8	0.02	0.594	11.2	102.74	0.25	0.7	190
4/13/2017 5:45	103	103.2395833	13	4	2017	5	45	0.341	13.7	0.02	0.634	10.6	102.77	0.37	1.6	346
4/13/2017 6:00	103	103.25	13	4	2017	6	0	0.341	13.7	0.02	0.634	11.5	102.8	0.77	2.4	340
4/13/2017 6:15	103	103.2604167	13	4	2017	6	15	0.342	13.7	0.02	0.627	11.5	102.82	0.78	2.4	335
4/13/2017 6:30	103	103.2708333	13	4	2017	6	30	0.341	13.6	0.02	0.617	11.2	102.86	0.68	2	311
4/13/2017 6:45	103	103.28125	13	4	2017	6	45	0.342	13.6	0.02	0.622	10.9	102.9	0.55	1.7	320
4/13/2017 7:00	103	103.2916667	13	4	2017	7	0	0.341	13.5	0.02	0.63	10.7	102.92	0.89	2.9	335
4/13/2017 7:15	103	103.3020833	13	4	2017	7	15	0.342	13.5	0.02	0.626	10.6	102.93	0.88	2.1	315
4/13/2017 7:30	103	103.3125	13	4	2017	7	30	0.341	13.4	0.02	0.599	10.7	102.96	1.16	4.3	325
4/13/2017 7:45	103	103.3229167	13	4	2017	7	45	0.342	13.4	0.02	0.595	10.8	102.99	0.97	2.9	312
4/13/2017 8:00	103	103.3333333	13	4	2017	8	0	0.342	13.4	0.02	0.564	11.2	103.02	1.2	2.8	323
4/13/2017 8:15	103	103.34375	13	4	2017	8	15	0.342	13.3	0.02	0.546	11.3	103.02	1.17	3.1	318
4/13/2017 8:30	103	103.3541667	13	4	2017	8	30	0.342	13.3	0.02	0.535	11.6	103.01	0.86	3.1	318
4/13/2017 8:45	103	103.3645833	13	4	2017	8	45	0.342	13.2	0.02	0.521	11.8	103.01	1.2	3	318
4/13/2017 9:00	103	103.375	13	4	2017	9	0	0.342	13.2	0.02	0.51	12.1	103.01	1.33	3.7	311
4/13/2017 9:15	103	103.3854167	13	4	2017	9	15	0.342	13.2	0.02	0.493	12.2	103.01	1.28	3.4	325
4/13/2017 9:30	103	103.3958333	13	4	2017	9	30	0.342	13.1	0.02	0.491	12.7	103.01	1.27	2.8	323
4/13/2017 9:45	103	103.40625	13	4	2017	9	45	0.342	13.1	0.02	0.488	13.2	103.02	1.52	3.3	309
4/13/2017 10:00	103	103.4166667	13	4	2017	10	0	0.342	13.1	0.02	0.466	13.5	103.01	1.59	3.9	323
4/13/2017 10:15	103	103.4270833	13	4	2017	10	15	0.342	13.1	0.02	0.453	13.5	102.99	1.44	3.1	312
4/13/2017 10:30	103	103.4375	13	4	2017	10	30	0.342	13.1	0.02	0.46	13.9	102.99	1.61	4	326
4/13/2017 10:45	103	103.4479167	13	4	2017	10	45	0.342	13.1	0.02	0.445	14.2	103.02	1.41	3.1	304
4/13/2017 11:00	103	103.4583333	13	4	2017	11	0	0.342	13	0.02	0.432	14	103.04	1.59	3.4	308
4/13/2017 11:15	103	103.46875	13	4	2017	11	15	0.342	13	0.02	0.447	13.7	103.05	1.29	3.9	317
4/13/2017 11:30	103	103.4791667	13	4	2017	11	30	0.342	13.1	0.02	0.446	13.5	103.06	1.08	3.1	317
4/13/2017 11:45	103	103.4895833	13	4	2017	11	45	0.342	13.1	0.02	0.46	13.7	103.06	1.26	3.2	319
4/13/2017 12:00	103	103.5	13	4	2017	12	0	0.342	13.1	0.02	0.45	13.8	103.05	1.23	3.3	317
4/13/2017 12:15	103	103.5104167	13	4	2017	12	15	0.342	13.1	0.02	0.444	14	103.02	1.09	2.6	314
4/13/2017 12:30	103	103.5208333	13	4	2017	12	30	0.342	13.1	0.02	0.426	14.2	103.01	1.26	3.1	322
4/13/2017 12:45	103	103.53125	13	4	2017	12	45	0.342	13.1	0.02	0.413	14.7	102.99	1.14	2.4	313
4/13/2017 13:00	103	103.5416667	13	4	2017	13	0	0.342	13.1	0.02	0.411	15	102.98	1.06	2.4	312
4/13/2017 13:15	103	103.5520833	13	4	2017	13	15	0.342	13.1	0.02	0.386	15.5	102.96	1.04	3.4	334
4/13/2017 13:30	103	103.5625	13	4	2017	13	30	0.342	13.1	0.02	0.393	15.7	102.95	1.1	2.5	319
4/13/2017 13:45	103	103.5729167	13	4	2017	13	45	0.342	13.1	0.02	0.38	16.2	102.93	0.94	2	323
4/13/2017 14:00	103	103.5833333	13	4	2017	14	0	0.342	13.1	0.02	0.381	16.6	102.93	0.7	1.7	337
4/13/2017 14:15	103	103.59375	13	4	2017	14	15	0.342	13.2	0.02	0.371	16.8	102.93	0.99	2.7	351
4/13/2017 14:30	103	103.6041667	13	4	2017	14	30	0.342	13.2	0.02	0.382	17	102.9	0.81	2.3	358
4/13/2017 14:45	103	103.6145833	13	4	2017	14	45	0.342	13.2	0.02	0.378	17.4	102.89	0.77	2.1	354
4/13/2017 15:00	103	103.625	13	4	2017	15	0	0.342	13.2	0.02	0.373	17.8	102.87	0.76	1.9	354
4/13/2017 15:15	103	103.6354167	13	4	2017	15	15	0.342	13.2	0.02	0.383	17.8	102.84	0.47	1.1	77
4/13/2017 15:30	103	103.6458333	13	4	2017	15	30	0.342	13.3	0.02	0.354	18.2	102.86	0.66	1.6	65
4/13/2017 15:45	103	103.65625	13	4	2017	15	45	0.342	13.3	0.02	0.356	17.9	102.84	0.51	2.1	45
4/13/2017 16:00	103	103.6666667	13	4	2017	16	0	0.342	13.3	0.02	0.357	18.1	102.82	0.58	1.5	38
4/13/2017 16:15	103	103.6770833	13	4	2017	16	15	0.342	13.4	0.02	0.352	18.3	102.82	0.57	1.7	114
4/13/2017 16:30	103	103.6875	13	4	2017	16	30	0.342	13.4	0.02	0.352	18.1	102.8	0.86	2.1	141
4/13/2017 16:45	103	103.6979167	13	4	2017	16	45	0.342	13.4	0.02	0.369	18	102.8	0.41	1.5	38
4/13/2017 17:00	103	103.7083333	13	4	2017	17	0	0.342	13.4	0.02	0.361	17.9	102.8	0.4	1.3	71
4/13/2017 17:15	103	103.71875	13	4	2017	17	15	0.342	13.5	0.02	0.366	17.9	102.79	0.39	0.9	93
4/13/2017 17:30	103	103.7291667	13	4	2017	17	30	0.342	13.5	0.02	0.361	17.7	102.79	0.38	0.8	58
4/13/2017 17:45	103	103.7395833	13	4	2017	17	45	0.342	13.5	0.02	0.373	17.6	102.77	0.36	0.9	101
4/13/2017 18:00	103	103.75	13	4	2017	18	0	0.342	13.5	0.02	0.371	17.7	102.79	0.27	0.7	77
4/13/2017 18:15	103	103.7604167	13	4	2017	18	15	0.342	13.5	0.02	0.393	17.4	102.8	0.3	1	337
4/13/2017 18:30	103	103.7708333	13	4	2017	18	30	0.342	13.6	0.02	0.411	17.1	102.8	0.23	0.9	35
4/13/2017 18:45	103	103.78125	13	4	2017	18	45	0.342	13.6	0.02	0.413	16.8	102.82	0.41	1.1	287
4/13/2017 19:00	103	103.7916667	13	4	2017	19	0	0.342	13.6	0.02	0.363	16.7	102.82	0.54	1.5	307
4/13/2017 19:15	103	103.8020833	13	4	2017	19	15	0.342	13.6	0.02	0.345	16.8	102.82	0.58	1.7	314
4/13/2017 19:30	103	103.8125	13	4	2017	19	30	0.342	13.6	0.02	0.36	16.6	102.83	0.48	1.2	298
4/13/2017 19:45	103	103.8229167	13	4	2017	19	45	0.342	13.6	0.02	0.37	16.4	102.83	0.62	1.1	324
4/13/2017 20:00	103	103.8333333	13	4	2017	20	0	0.342	13.6	0.02	0.385	16	102.83	0.45	1.1	298
4/13/2017 20:15	103	103.84375	13	4	2017	20	15	0.342	13.6	0.02	0.395	15.6	102.83	0.32	0.9	304
4/13/2017 20:30	103	103.8541667	13	4	2017	20	30	0.342	13.5	0.02	0.472	15.1	102.82	0.22	0.5	357
4/13/2017 20:45	103	103.8645833	13	4	2017	20	45	0.342	13.5	0.02	0.494	14.2	102.84	0.12	0.3	77
4/13/2017 21:00	103	103.875	13	4	2017	21	0	0.342	13.5	0.02	0.533	13.8	102.82	0.23	0.4	49
4/13/2017 21:15	103	103.8854167	13	4	2017	21	15	0.342	13.5	0.02	0.546	13.6	102.84	0.25	0.5	243
4/13/2017 21:30	103	103.8958333	13	4	2017	21	30	0.342	13.5	0.02	0.609	13.3	102.89	0.19	0.4	53
4/13/2017 21:45	103	103.90625	13	4	2017	21	45	0.342	13.5	0.02	0.596	12.8	102.9	0.11	0.3	332
4/13/2017 22:00	103	103.9166667	13	4	2017	22	0	0.342	13.4	0.02	0.573	12.5	102.9	0.16	0.5	211
4/13/2017 22:15	103	103.9270833	13	4	2017	22	15	0.342	13.4	0.02	0.599	12.2	102.89	0.12	0.2	71
4/13/2017 22:30	103	103.9375	13	4	2017	22	30	0.342	13.4	0.02	0.637	11.6	102.86	0.09	0.2	46
4/13/2017 22:45	103	103.9479167	13	4	2017	22	45	0.342	13.4	0.02	0.666	11.1	102.87	0.1	0.2	349
4/13/2017 23:00	103	103.9583333	13	4	2017	23	0	0.342	13.4	0.02	0.641	10.8	102.89	0.09	0.2	268
4/13/2017 23:15	103	103.96875	13	4	2017	23	15	0.342	13.3	0.02	0.65	10.6	102.87	0.09	0.2	290
4/13/2017 23:30	103	103.9791667	13	4	2017	23	30	0.342	13.3	0.02	0.663	10.3	102.89	0.11	0.3	239
4/13/2017 23:45	103	103.9895833	13	4	2017	23	45	0.342	13.3	0.02	0.712	10.1	102.89	0.18	0.5	230
